car_title,car_price_highlighted,car_km,car_hand,car_fuel,car_engine,car_hp,car_transmission,car_drive,car_color,car_body
"Opel Mokka, 2024",₪ 144 900,2 075 km,1st hand,Electro,,136 hp,Automatic,FWD,Silver,SUV 5-doors
"Mazda 2, 2021",₪ 81 900,98 000 km,1st hand,Gasoline,1.5 l,116 hp,Automatic,FWD,White,Mini 5-doors
"Toyota Corolla, 2020",₪ 92 900,126 296 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,White,Sedan
"Peugeot 3008, 2018",₪ 89 900,73 458 km,1st hand,Gasoline,1.6 l,165 hp,Automatic,FWD,White,SUV 5-doors
"Chevrolet Equinox, 2018",₪ 74 900,135 000 km,2nd hand,Gasoline,1.5 l,170 hp,Automatic,FWD,White,SUV 5-doors
"MG ZS, 2020",₪ 95 900,62 300 km,1st hand,Electro,,143 hp,Automatic,FWD,Red,SUV 5-doors
"Chevrolet Equinox, 2020",₪ 102 900,60 621 km,1st hand,Gasoline,1.5 l,170 hp,Automatic,FWD,White,SUV 5-doors
"Kia Picanto, 2021",₪ 75 700,42 000 km,1st hand,Gasoline,1.2 l,84 hp,Robotic,FWD,White,Mini 5-doors
"Hyundai i20, 2021",₪ 72 900,79 563 km,1st hand,Gasoline,1.0 l,100 hp,Robotic,FWD,White,Mini 5-doors
"Peugeot 208, 2020",₪ 76 300,74 274 km,1st hand,Electro,,136 hp,Automatic,FWD,Grey,Mini 5-doors
"Skoda Octavia, 2019",₪ 62 900,130 000 km,2nd hand,Gasoline,1.0 l,115 hp,Robotic,FWD,Silver,Liftback
"Kia Sportage, 2021",₪ 117 400,34 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Black,SUV 5-doors
"Citroen C5 Aircross, 2021",₪ 95 900,79 000 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,Grey,SUV 5-doors
"Toyota RAV4, 2021",₪ 152 900,67 000 km,2nd hand,Hybrid,2.5 l,218 hp,Automatic,FWD,Grey,SUV 5-doors
"Hyundai i10, 2021",₪ 72 900,28 100 km,1st hand,Gasoline,1.2 l,84 hp,Robotic,FWD,Grey,Mini 5-doors
"Toyota Corolla, 2021",₪ 112 900,71 800 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,Blue,Sedan
"Citroen C4 SpaceTourer, 2020",₪ 68 500,81 863 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,White,Compact Van
"Nissan Qashqai, 2021",₪ 116 300,20 000 km,1st hand,Gasoline,1.2 l,115 hp,Variable,FWD,Black,SUV 5-doors
"Toyota Corolla, 2020",₪ 107 400,62 100 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,Blue,Sedan
"Dacia Duster, 2021",₪ 71 800,82 798 km,1st hand,Diesel,1.5 l,115 hp,Manual,FWD,White,SUV 5-doors
"MG ZS, 2021",₪ 79 900,66 000 km,1st hand,Electro,,143 hp,Automatic,FWD,Black,SUV 5-doors
"Kia XCeed, 2021",₪ 96 600,46 414 km,1st hand,Gasoline,1.4 l,140 hp,Robotic,FWD,White,SUV 5-doors
"Subaru Impreza, 2017",₪ 49 900,107 000 km,2nd hand,Gasoline,1.6 l,114 hp,Variable,FWD,Black,Sedan
"Hyundai Tucson, 2019",₪ 106 900,70 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Grey,SUV 5-doors
"Mitsubishi Space Star, 2023",₪ 80 900,15 720 km,1st hand,Gasoline,1.2 l,71 hp,Variable,FWD,Silver,Hatchback 5-door
"Toyota Corolla, 2019",₪ 96 500,130 000 km,2nd hand,Hybrid,1.8 l,121 hp,Variable,FWD,Silver,Sedan
"Kia Sportage, 2020",₪ 107 900,83 254 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Red,SUV 5-doors
"Peugeot 3008, 2022",₪ 162 900,51 135 km,1st hand,Plug-in Hybrid,1.6 l,225 hp,Automatic,FWD,Grey,SUV 5-doors
"Hyundai i25, 2016",₪ 40 700,164 000 km,3rd hand,Gasoline,1.4 l,100 hp,Automatic,FWD,Silver,Sedan
"Hyundai i10, 2019",₪ 62 900,35 572 km,1st hand,Gasoline,1.2 l,87 hp,Automatic,FWD,White,Mini 5-doors
"Hyundai Accent, 2020",₪ 65 200,114 784 km,1st hand,Gasoline,1.4 l,123 hp,Automatic,FWD,Silver,Sedan
"Peugeot 3008, 2021",₪ 110 700,68 880 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Mitsubishi ASX, 2021",₪ 98 500,55 300 km,1st hand,Gasoline,2.0 l,150 hp,Variable,FWD,Silver,SUV 5-doors
"Alfa Romeo Giulietta, 2019",₪ 79 600,89 000 km,1st hand,Gasoline,1.4 l,150 hp,Manual,FWD,Red,Hatchback 5-door
"Kia Forte, 2013",₪ 32 900,163 500 km,2nd hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Silver,Sedan
"Hyundai Kona EV, 2023",₪ 128 500,6 390 km,1st hand,Electro,,136 hp,Automatic,FWD,White,SUV 5-doors
"SEAT Arona, 2019",₪ 90 500,30 356 km,1st hand,Gasoline,1.0 l,115 hp,Robotic,FWD,Orange,SUV 5-doors
"Peugeot 3008, 2020",₪ 102 900,56 254 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Red,SUV 5-doors
"Peugeot 2008, 2022",₪ 110 900,48 567 km,1st hand,Electro,,136 hp,Automatic,FWD,White,SUV 5-doors
"SEAT Arona, 2019",₪ 75 700,94 000 km,2nd hand,Gasoline,1.0 l,110 hp,Robotic,FWD,White,SUV 5-doors
"Mazda CX-3, 2020",₪ 96 300,85 000 km,1st hand,Gasoline,2.0 l,156 hp,Automatic,FWD,White,SUV 5-doors
"Nissan X-Trail, 2021",₪ 120 500,65 255 km,2nd hand,Gasoline,1.3 l,160 hp,Robotic,FWD,Grey,SUV 5-doors
"Kia Niro, 2019",₪ 102 900,102 000 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Light blue,SUV 5-doors
"Hyundai Bayon, 2024",₪ 129 900,2 069 km,1st hand,Gasoline,1.0 l,100 hp,Robotic,FWD,Grey,SUV 5-doors
"Opel Grandland, 2021",₪ 118 500,72 996 km,1st hand,Plug-in Hybrid,1.6 l,225 hp,Automatic,FWD,Blue,SUV 5-doors
"Kia Stonic, 2020",₪ 83 800,75 000 km,1st hand,Gasoline,1.4 l,100 hp,Automatic,FWD,Black,SUV 5-doors
"Mazda 2, 2017",₪ 52 900,89 000 km,1st hand,Gasoline,1.5 l,111 hp,Automatic,FWD,Silver,Mini 5-doors
"Peugeot 3008, 2019",₪ 102 900,72 569 km,2nd hand,Diesel,1.5 l,130 hp,Automatic,FWD,Black,SUV 5-doors
"Kia Picanto, 2021",₪ 77 600,48 010 km,1st hand,Gasoline,1.2 l,84 hp,Robotic,FWD,Black,Mini 5-doors
"Suzuki S-Cross, 2022",₪ 125 300,67 000 km,1st hand,Gasoline,1.4 l,129 hp,Automatic,FWD,White,SUV 5-doors
"Suzuki Vitara, 2021",₪ 116 600,66 306 km,1st hand,Gasoline,1.4 l,140 hp,Automatic,4x4,White,SUV 5-doors
"MG ZS, 2024",₪ 147 900,5 639 km,1st hand,Electro,,156 hp,Automatic,FWD,Blue,SUV 5-doors
"SEAT Ibiza, 2017",₪ 46 500,96 000 km,3rd hand,Gasoline,1.0 l,110 hp,Robotic,FWD,Silver,Mini 5-doors
"Subaru Forester, 2016",₪ 78 500,106 461 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,4x4,White,SUV 5-doors
"Kia Sorento, 2020",₪ 147 900,100 381 km,2nd hand,Diesel,2.2 l,200 hp,Automatic,4x4,White,SUV 5-doors
"MG ZS, 2021",₪ 96 900,95 343 km,1st hand,Electro,,143 hp,Automatic,FWD,Blue,SUV 5-doors
"Kia Stonic, 2021",₪ 95 200,83 000 km,1st hand,Gasoline,1.0 l,100 hp,Robotic,FWD,White,SUV 5-doors
"Peugeot 2008, 2022",₪ 104 500,58 376 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Kia Seltos, 2022",₪ 125 500,55 000 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,White,SUV 5-doors
"Citroen C5 Aircross, 2022",₪ 125 900,81 030 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Mitsubishi Eclipse Cross, 2018",₪ 89 300,119 000 km,1st hand,Gasoline,1.5 l,163 hp,Variable,FWD,White,SUV 5-doors
"Nissan X-Trail, 2021",₪ 130 600,54 320 km,1st hand,Gasoline,1.3 l,160 hp,Robotic,FWD,Silver,SUV 5-doors
"Toyota Camry, 2021",₪ 148 500,64 400 km,1st hand,Hybrid,2.5 l,218 hp,Variable,FWD,Silver,Sedan
"Kia Seltos, 2021",₪ 106 400,80 000 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,Yellow,SUV 5-doors
"Alfa Romeo Giulietta, 2019",₪ 70 900,54 800 km,2nd hand,Gasoline,1.4 l,150 hp,Manual,FWD,White,Hatchback 5-door
"Toyota C-HR, 2018",₪ 102 900,88 000 km,1st hand,Hybrid,1.8 l,122 hp,Automatic,FWD,Silver,SUV 5-doors
"Hyundai Accent, 2020",₪ 71 500,95 643 km,1st hand,Gasoline,1.4 l,123 hp,Automatic,FWD,Silver,Sedan
"Kia Picanto, 2019",₪ 71 500,71 800 km,1st hand,Gasoline,1.2 l,84 hp,Automatic,FWD,White,Mini 5-doors
"Toyota Corolla, 2020",₪ 92 900,131 816 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,White,Sedan
"Hyundai Sonata, 2020",₪ 112 900,126 500 km,1st hand,Hybrid,2.0 l,192 hp,Automatic,FWD,Silver,Sedan
"Peugeot 3008, 2019",₪ 106 500,29 963 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,Silver,SUV 5-doors
"Dacia Duster, 2021",₪ 69 500,121 473 km,1st hand,Diesel,1.5 l,115 hp,Manual,FWD,White,SUV 5-doors
"Hyundai i25, 2012",₪ 36 700,150 000 km,2nd hand,Gasoline,1.6 l,124 hp,Automatic,FWD,Bronze,Sedan
"Peugeot 3008, 2018",₪ 91 800,97 600 km,1st hand,Gasoline,1.6 l,165 hp,Automatic,FWD,White,SUV 5-doors
"Kia Seltos, 2022",₪ 128 500,33 632 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,Light Grey,SUV 5-doors
"MG ZS, 2021",₪ 95 900,52 560 km,1st hand,Electro,,143 hp,Automatic,FWD,Light blue,SUV 5-doors
"Geometry C, 2022",₪ 135 300,29 000 km,1st hand,Electro,,204 hp,Automatic,FWD,White,Hatchback 5-door
"Peugeot 208, 2018",₪ 47 500,69 000 km,2nd hand,Gasoline,1.2 l,110 hp,Automatic,FWD,Blue,Mini 5-doors
"SEAT Ibiza, 2021",₪ 84 300,36 012 km,1st hand,Gasoline,1.0 l,110 hp,Robotic,FWD,Beige,Mini 5-doors
"Nissan Sentra, 2022",₪ 92 900,50 587 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,Grey,Sedan
"Kia Niro, 2021",₪ 131 800,27 570 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,SUV 5-doors
"Kia Picanto, 2021",₪ 78 500,22 398 km,1st hand,Gasoline,1.2 l,84 hp,Robotic,FWD,White,Mini 5-doors
"Hyundai Accent, 2020",₪ 72 900,47 902 km,1st hand,Gasoline,1.4 l,123 hp,Automatic,FWD,Silver,Sedan
"Hyundai Accent, 2020",₪ 68 500,98 721 km,1st hand,Gasoline,1.4 l,123 hp,Automatic,FWD,Silver,Sedan
"Toyota Corolla, 2022",₪ 97 900,36 000 km,3rd hand,Gasoline,1.5 l,125 hp,Variable,FWD,White,Sedan
"Peugeot 3008, 2020",₪ 95 200,80 579 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Seres 3 EV, 2023",₪ 112 900,8 650 km,2nd hand,Electro,,163 hp,Automatic,FWD,White,SUV 5-doors
"MG ZS, 2021",₪ 99 900,37 597 km,1st hand,Electro,,143 hp,Automatic,FWD,White,SUV 5-doors
"Renault Captur, 2021",₪ 93 300,35 184 km,1st hand,Hybrid,1.6 l,143 hp,Automatic,FWD,Grey,SUV 5-doors
"Hyundai Tucson, 2020",₪ 99 500,98 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,White,SUV 5-doors
"BMW X2, 2020",₪ 139 900,78 800 km,1st hand,Gasoline,1.5 l,140 hp,Robotic,FWD,Grey,SUV 5-doors
"Peugeot 2008, 2020",₪ 105 900,71 458 km,1st hand,Electro,,136 hp,Automatic,FWD,Black,SUV 5-doors
"Hyundai IONIQ, 2018",₪ 83 900,113 350 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Grey,Hatchback 5-door
"Kia Picanto, 2019",₪ 72 400,66 921 km,1st hand,Gasoline,1.2 l,84 hp,Automatic,FWD,White,Mini 5-doors
"Kia Picanto, 2019",₪ 69 300,80 732 km,2nd hand,Gasoline,1.2 l,84 hp,Automatic,FWD,Silver,Mini 5-doors
"Hyundai i20, 2019",₪ 62 900,111 650 km,2nd hand,Gasoline,1.0 l,100 hp,Robotic,FWD,Silver,Mini 5-doors
"Chevrolet Spark, 2018",₪ 58 500,81 500 km,1st hand,Gasoline,1.4 l,98 hp,Variable,FWD,Blue,Mini 5-doors
"Mazda 2, 2022",₪ 85 200,61 000 km,3rd hand,Gasoline,1.5 l,116 hp,Automatic,FWD,Black,Mini 5-doors
"MG EHS, 2022",₪ 140 800,29 400 km,1st hand,Plug-in Hybrid,1.5 l,258 hp,Automatic,FWD,Silver,SUV 5-doors
"Opel Corsa, 2022",₪ 96 300,6 936 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Blue,Mini 5-doors
"Mitsubishi Space Star, 2023",₪ 85 600,15 665 km,2nd hand,Gasoline,1.2 l,71 hp,Variable,FWD,Black,Hatchback 5-door
"Mazda 3, 2021",₪ 112 900,67 500 km,1st hand,Gasoline,2.0 l,165 hp,Automatic,FWD,Black,Hatchback 5-door
"MG ZS, 2021",₪ 83 900,59 000 km,1st hand,Electro,,143 hp,Automatic,FWD,Red,SUV 5-doors
"MG ZS, 2021",₪ 93 900,40 119 km,1st hand,Electro,,143 hp,Automatic,FWD,Blue,SUV 5-doors
"MG ZS, 2021",₪ 102 900,41 604 km,1st hand,Electro,,143 hp,Automatic,FWD,Blue,SUV 5-doors
"Kia Sportage, 2016",₪ 67 500,150 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Silver,SUV 5-doors
"Kia Picanto, 2019",₪ 57 500,119 000 km,2nd hand,Gasoline,1.2 l,84 hp,Automatic,FWD,Silver,Mini 5-doors
"Hyundai IONIQ, 2020",₪ 95 200,89 700 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Black,Hatchback 5-door
"Toyota Verso, 2018",₪ 90 900,63 693 km,1st hand,Gasoline,1.8 l,147 hp,Variable,FWD,White,Compact Van
"MG ZS, 2021",₪ 105 500,42 381 km,1st hand,Electro,,143 hp,Automatic,FWD,Black,SUV 5-doors
"Suzuki S-Cross, 2023",₪ 143 600,19 700 km,1st hand,Gasoline,1.4 l,129 hp,Automatic,4x4,Grey,SUV 5-doors
"MG ZS, 2021",₪ 99 900,45 590 km,1st hand,Electro,,143 hp,Automatic,FWD,Red,SUV 5-doors
"Kia Stonic, 2019",₪ 75 400,94 000 km,2nd hand,Gasoline,1.0 l,120 hp,Robotic,FWD,Silver,SUV 5-doors
"MG EHS, 2022",₪ 138 300,37 033 km,1st hand,Plug-in Hybrid,1.5 l,258 hp,Automatic,FWD,White,SUV 5-doors
"SEAT Ibiza, 2014",₪ 36 300,104 400 km,2nd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,White,Mini 5-doors
"Kia XCeed, 2021",₪ 90 300,83 510 km,2nd hand,Gasoline,1.5 l,160 hp,Robotic,FWD,Silver,SUV 5-doors
"Citroen C5 Aircross, 2019",₪ 73 700,123 350 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Toyota Corolla, 2022",₪ 117 300,89 500 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,Blue,Sedan
"Peugeot 208, 2022",₪ 111 200,26 568 km,1st hand,Electro,,136 hp,Automatic,FWD,Black,Mini 5-doors
"Chevrolet Trax, 2017",₪ 48 500,129 000 km,2nd hand,Gasoline,1.4 l,138 hp,Automatic,FWD,White,SUV 5-doors
"Peugeot 2008, 2021",₪ 108 500,70 625 km,1st hand,Electro,,136 hp,Automatic,FWD,Orange,SUV 5-doors
"Hyundai Accent, 2020",₪ 66 200,136 178 km,1st hand,Gasoline,1.4 l,123 hp,Automatic,FWD,Silver,Sedan
"Renault Clio, 2022",₪ 90 700,28 046 km,1st hand,Gasoline,1.0 l,90 hp,Variable,FWD,Black,Mini 5-doors
"Peugeot 5008, 2019",₪ 88 500,111 000 km,1st hand,Diesel,1.6 l,120 hp,Automatic,FWD,Grey,SUV 5-doors
"Hyundai Accent, 2020",₪ 57 300,134 273 km,1st hand,Gasoline,1.4 l,100 hp,Automatic,FWD,White,Sedan
"Mazda CX-5, 2019",₪ 114 900,34 000 km,1st hand,Gasoline,2.0 l,165 hp,Automatic,FWD,Silver,SUV 5-doors
"Nissan Qashqai, 2020",₪ 106 300,60 480 km,1st hand,Gasoline,1.3 l,160 hp,Robotic,FWD,White,SUV 5-doors
"Hyundai Venue, 2021",₪ 84 900,83 000 km,1st hand,Gasoline,1.6 l,123 hp,Variable,FWD,White,SUV 5-doors
"MG Marvel R, 2023",₪ 162 900,24 122 km,1st hand,Electro,,180 hp,Automatic,RWD,Blue,SUV 5-doors
"MG ZS, 2020",₪ 90 900,54 000 km,1st hand,Electro,,143 hp,Automatic,FWD,Black,SUV 5-doors
"Skoda Superb, 2020",₪ 97 400,86 500 km,2nd hand,Gasoline,1.5 l,150 hp,Robotic,FWD,White,Liftback
"Kia Niro, 2021",₪ 114 500,102 472 km,1st hand,Plug-in Hybrid,1.6 l,141 hp,Robotic,FWD,Silver,SUV 5-doors
"Peugeot 3008, 2021",₪ 115 900,86 179 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Citroen C3, 2019",₪ 66 700,48 000 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,White,Mini 5-doors
"Kia Sportage, 2022",₪ 114 500,62 000 km,1st hand,Gasoline,1.6 l,177 hp,Robotic,FWD,Silver,SUV 5-doors
"Hyundai Tucson, 2018",₪ 89 200,123 000 km,1st hand,Gasoline,2.0 l,155 hp,Robotic,FWD,White,SUV 5-doors
"MG ZS, 2021",₪ 88 900,48 300 km,1st hand,Electro,,143 hp,Automatic,FWD,Light blue,SUV 5-doors
"Peugeot 3008, 2019",₪ 82 900,99 636 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Silver,SUV 5-doors
"Hyundai IONIQ, 2018",₪ 80 900,126 313 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,Hatchback 5-door
"MG ZS, 2021",₪ 103 500,69 305 km,1st hand,Electro,,143 hp,Automatic,FWD,White,SUV 5-doors
"Citroen C3, 2021",₪ 69 900,34 000 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,Light blue,Mini 5-doors
"Peugeot 2008, 2021",₪ 99 900,21 488 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,Black,SUV 5-doors
"SEAT Ateca, 2019",₪ 92 900,84 000 km,1st hand,Gasoline,1.4 l,150 hp,Robotic,FWD,Blue,SUV 5-doors
"Mitsubishi Outlander, 2020",₪ 99 900,127 328 km,1st hand,Gasoline,2.0 l,150 hp,Variable,FWD,Silver,SUV 5-doors
"Peugeot 3008, 2019",₪ 96 800,73 037 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,Grey,SUV 5-doors
"MG ZS, 2021",₪ 79 900,68 320 km,1st hand,Electro,,143 hp,Automatic,FWD,Light blue,SUV 5-doors
"Kia Niro, 2020",₪ 97 200,126 374 km,1st hand,Plug-in Hybrid,1.6 l,141 hp,Robotic,FWD,Light blue,SUV 5-doors
"Nissan Sentra, 2018",₪ 50 700,97 917 km,3rd hand,Gasoline,1.8 l,130 hp,Variable,FWD,Grey,Sedan
"Kia Niro, 2018",₪ 98 500,70 260 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Grey,SUV 5-doors
"Hyundai i20, 2023",₪ 110 900,17 700 km,1st hand,Gasoline,1.0 l,100 hp,Robotic,FWD,Silver,Mini 5-doors
"Citroen C3, 2022",₪ 81 300,67 240 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,White,Mini 5-doors
"Kia Stonic, 2021",₪ 75 900,82 737 km,1st hand,Gasoline,1.4 l,100 hp,Manual,FWD,Silver,SUV 5-doors
"Mitsubishi Outlander, 2015",₪ 61 800,124 185 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Skywell ET5, 2023",₪ 159 900,20 000 km,1st hand,Electro,,204 hp,Automatic,FWD,Blue,SUV 5-doors
"Peugeot 5008, 2020",₪ 116 900,70 356 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,Black,SUV 5-doors
"Citroen C4, 2021",₪ 77 400,108 800 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Blue,Hatchback 5-door
"Peugeot 3008, 2021",₪ 121 900,39 866 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,Silver,SUV 5-doors
"Dacia Duster, 2019",₪ 56 900,107 506 km,1st hand,Diesel,1.5 l,115 hp,Manual,FWD,White,SUV 5-doors
"Hyundai IONIQ, 2021",₪ 106 700,80 000 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,Hatchback 5-door
"Toyota Corolla, 2020",₪ 98 500,76 629 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,Silver,Sedan
"Hyundai IONIQ, 2020",₪ 89 700,120 947 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Silver,Hatchback 5-door
"MG EHS, 2022",₪ 141 800,39 846 km,1st hand,Plug-in Hybrid,1.5 l,258 hp,Automatic,FWD,White,SUV 5-doors
"Hyundai Tucson, 2016",₪ 69 500,117 900 km,2nd hand,Gasoline,1.6 l,132 hp,Automatic,FWD,Silver,SUV 5-doors
"Hyundai i20, 2022",₪ 86 800,67 706 km,1st hand,Gasoline,1.0 l,100 hp,Robotic,FWD,White,Mini 5-doors
"Nissan Qashqai, 2021",₪ 102 900,94 000 km,1st hand,Diesel,1.5 l,115 hp,Robotic,FWD,White,SUV 5-doors
"Opel Crossland X, 2021",₪ 76 500,44 066 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Red,SUV 5-doors
"Toyota Corolla, 2015",₪ 57 500,159 221 km,2nd hand,Gasoline,1.6 l,132 hp,Variable,FWD,Black,Sedan
"Mazda 3, 2016",₪ 51 300,153 007 km,2nd hand,Gasoline,1.5 l,120 hp,Automatic,FWD,Grey,Sedan
"MG ZS, 2021",₪ 93 900,61 656 km,1st hand,Electro,,143 hp,Automatic,FWD,Blue,SUV 5-doors
"MG ZS, 2020",₪ 94 900,77 641 km,1st hand,Electro,,143 hp,Automatic,FWD,White,SUV 5-doors
"MG ZS, 2021",₪ 102 900,67 401 km,1st hand,Electro,,143 hp,Automatic,FWD,Red,SUV 5-doors
"Skoda Octavia, 2021",₪ 127 600,69 000 km,1st hand,Gasoline,1.5 l,150 hp,Robotic,FWD,Black,Liftback
"Peugeot 3008, 2021",₪ 105 900,88 020 km,2nd hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Peugeot 3008, 2019",₪ 82 900,91 500 km,3rd hand,Diesel,1.5 l,130 hp,Automatic,FWD,Black,SUV 5-doors
"Mazda CX-5, 2020",₪ 109 900,77 000 km,3rd hand,Gasoline,2.0 l,165 hp,Automatic,FWD,Blue,SUV 5-doors
"MG ZS, 2020",₪ 79 900,68 395 km,1st hand,Electro,,143 hp,Automatic,FWD,Light blue,SUV 5-doors
"Citroen C4 SpaceTourer, 2019",₪ 50 900,79 000 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Red,Compact Van
"MG ZS, 2020",₪ 87 400,102 445 km,1st hand,Electro,,143 hp,Automatic,FWD,White,SUV 5-doors
"Kia Picanto, 2019",₪ 70 500,87 000 km,1st hand,Gasoline,1.2 l,84 hp,Automatic,FWD,Black,Mini 5-doors
"MG ZS, 2021",₪ 99 900,21 219 km,1st hand,Electro,,143 hp,Automatic,FWD,Blue,SUV 5-doors
"Citroen C3, 2020",₪ 75 300,23 991 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,Silver,Mini 5-doors
"Hyundai Tucson, 2019",₪ 99 900,80 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Beige,SUV 5-doors
"Toyota Corolla, 2021",₪ 107 900,87 034 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,White,Sedan
"MG EHS, 2021",₪ 122 900,38 068 km,1st hand,Plug-in Hybrid,1.5 l,258 hp,Automatic,FWD,Red,SUV 5-doors
"Citroen C4, 2021",₪ 95 200,66 200 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Red,Hatchback 5-door
"Geometry C, 2022",₪ 120 600,82 000 km,2nd hand,Electro,,204 hp,Automatic,FWD,White,Hatchback 5-door
"SEAT Arona, 2022",₪ 96 400,34 264 km,1st hand,Gasoline,1.0 l,110 hp,Robotic,FWD,White,SUV 5-doors
"Chevrolet Spark, 2018",₪ 49 300,96 500 km,2nd hand,Gasoline,1.4 l,98 hp,Variable,FWD,Black,Mini 5-doors
"Citroen C3, 2021",₪ 79 900,20 375 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,Light blue,Mini 5-doors
"MG ZS, 2021",₪ 99 900,43 540 km,1st hand,Electro,,143 hp,Automatic,FWD,Blue,SUV 5-doors
"Citroen C5 Aircross, 2019",₪ 78 500,89 144 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Skoda Kodiaq, 2020",₪ 132 900,75 000 km,2nd hand,Gasoline,1.5 l,150 hp,Robotic,FWD,Silver,SUV 5-doors
"Kia Picanto, 2017",₪ 52 900,96 400 km,3rd hand,Gasoline,1.2 l,84 hp,Automatic,FWD,Silver,Mini 5-doors
"Suzuki Splash, 2013",₪ 30 700,101 000 km,2nd hand,Gasoline,1.2 l,94 hp,Automatic,FWD,White,Hatchback 5-door
"SEAT Arona, 2018",₪ 77 600,120 000 km,1st hand,Gasoline,1.0 l,115 hp,Robotic,FWD,White,SUV 5-doors
"Kia Picanto, 2019",₪ 56 300,96 000 km,2nd hand,Gasoline,1.2 l,84 hp,Automatic,FWD,Silver,Mini 5-doors
"Citroen Berlingo, 2021",₪ 108 500,62 273 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,Van
"Kia Ceed, 2020",₪ 59 900,130 728 km,1st hand,Gasoline,1.4 l,140 hp,Robotic,FWD,White,Estate 5-door
"Citroen C4 SpaceTourer, 2021",₪ 76 900,94 450 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,White,Compact Van
"Kia Seltos, 2020",₪ 100 700,87 000 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,Grey,SUV 5-doors
"Kia Niro, 2020",₪ 121 200,44 500 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Light Grey,SUV 5-doors
